video_id,comment_id,author_display_name,text,published_at,like_count,clean_text,word_count
JENpTmMQBQY,Ugzwc0-6FgRPR6nImeF4AaABAg,@khoirulmounha8830,Suaranya mirip Rian D'Masiv. Aku pikir suaranya rian... Love the song 😊,2025-05-20T10:35:51Z,0,suaranya rian dmasiv pikir suaranya rian love song,8
JENpTmMQBQY,UgxItwZ3GNBydGq1bXV4AaABAg,@morynnaeka,"aku sama dia bukan berbeda agama tp berbeda cara pemikiran kita & aku yg meninggalkan nya karena hati ini udh g sanggup lagi tp ku yg sedih, ingin bertemu lg tp tidak untuk bersatu lg😢",2025-05-20T10:10:33Z,0,berbeda agama berbeda pemikiran meninggalkan nya hati sanggup ku sedih bertemu bersatu,12
JENpTmMQBQY,UgzqjIPky1J3TEt0En54AaABAg,@RifanDaboribo,Bang sy musisi jalanan palu BLH ngk cover lagu abang,2025-05-20T09:41:50Z,0,bang musisi jalanan palu cover lagu abang,7
JENpTmMQBQY,Ugxo0C4dRomr3OvepWp4AaABAg,@NagaraDaha-ow2se,"Lagu kayak gini piral....coba lagu kayk noah...pasti berkualitas,danmusik Noah berkualitas kayak musik luar negeri",2025-05-20T09:32:36Z,0,lagu kayak piralcoba lagu kayk noahpasti berkualitasdanmusik noah berkualitas kayak musik negeri,12
JENpTmMQBQY,UgwNUXBCVfBwWHW78tt4AaABAg,@nendenweweng2287,"Lagu ini sedang aku alami , tp bukan krna beda agama , tpi beda pilihan jln hidup dan mngkin sdkit kmungkinan untuk kami bisa bersama 😢",2025-05-20T09:17:40Z,1,lagu alami beda agama beda pilihan jalan hidup kmungkinan,9
JENpTmMQBQY,Ugxm_rPCmilvL9K77UB4AaABAg,@atasinchircti,"Aku sdg ada di fase ini, di mana aku menikah dgn suami yg memiliki background berbeda krn kita dr negara yg berbeda. Aku skrg ingin berpisah dengan suami krn memang ternyata setelah menikah merasa masing2 dan asing.",2025-05-20T09:07:55Z,0,fase menikah suami memiliki background berbeda negara berbeda berpisah suami menikah asing,12
JENpTmMQBQY,UgxTMYg8y2EUIBYy-sl4AaABAg,@lielylala3666,Gara2 sering muncul d sosmed jd terngiang2 trs d telinga hingga pd akhirx nyari lagu full nya di sini 💖,2025-05-20T09:07:38Z,0,gara muncul sosmed terngiang telinga akhirx mencari lagu ful nya,10
JENpTmMQBQY,UgyfcALLw2H0WtaKLMx4AaABAg,@miftahlynrayya6223,Telah 8 tahun bersama...suka duka smua dijalani .tp kadang msh ragu mo dibw kmna...kl cuma begini aja.  Kayaknya ego ku kl smapai dia hrs ikut caraku hrs berbeda dr keluarganya....syg melebihi syg pd siapaun..karena hanya dia ak dibt bahagia..jd tau sgalanya ckp dibt ckp kadang dia hrs susah payah...tp ga tau dia cuma bt isi kesepiannya apa hal lain.....kl bener2 pasti cpt2 pt ak dgn sgala caranya....LOVE U SO MUCH,2025-05-20T09:00:33Z,0,bersamasuka duka dijalani kadang ragu dibw kmnakl kayaknya ego ku kalo smapai caraku berbeda keluarganyasyg melebihi sayang siapaunkarena dibt bahagiajd tau sgalanya dibt kadang susah payahtp tau isi kesepiannya lainkl cepat pt sgala caranyalove lu sok much,37
JENpTmMQBQY,Ugy20M8gZzrV_nCCkLh4AaABAg,@lindakareem7090,"Hubungan ini adalah ujian bagi manusia yg terjebak cinta beda keyakinan, antara memilih mencintai ciptaan Nya atau Pencipta nya??",2025-05-20T08:57:29Z,0,hubungan ujian manusia terjebak cinta beda keyakinan memilih mencintai ciptaan nya pencipta nya,13
JENpTmMQBQY,UgyFCQRkUARmYGbdOHV4AaABAg,@MelisaUtami-xb6xq,"ini bukan agama doang si yg jd hambatan, kasta juga uda beda bgt gilaaa, dia tipe aku bgt tapiiiiii ya NGGA MUNGKIN LAH KOCAKK, GUE SIAPAAAAA? GILAAA",2025-05-20T08:52:52Z,0,agama doang sih hambatan kasta beda banget gila tipe banget ya kocak gue gila,14
JENpTmMQBQY,UgxNvZLPUYNXvZbd4vJ4AaABAg,@alfisofa-zc4br,"Selain agama, boleh gak kalo cara pandang lagu ini artinya sudah tidak dengan tujuan yg sama, dan jalan yang berbeda 😢",2025-05-20T07:38:17Z,1,agama kalo pandang lagu tujuan jalan berbeda,7
JENpTmMQBQY,UgxrOGaRt977auxWgkF4AaABAg,@nonasyarifuddin4012,"Saya pernah di posisi ini.. Sekitar tahun 2011.. Sy islam dan dia katholik.. Sy syg bngt sm dia. Smpe akhirnya sy harus pindah domisili.. Berpisah.. Tp tetap dalam status bersama.. Sampai akhirnya kami benar² berpisah. Galau, susah move on hingga ke tahun² berikut nya.. 
Selalu teringat dan menangis, sampai akhirnya kami ada di momen saling telfonan bertukar kabar dan akhirnya saling menjelaskan alasan hubungan yg tidak bs lg diteruskan.. Sedih? Pasti.. Tp lebih ke lega ❤❤❤.. Terima kasih Y. A. S.. 
Berkatmu dan keterbukaan kita, sy  bs melanjutkan hidup ❤",2025-05-20T07:34:12Z,0,posisi islam katholik sayang banget pindah domisili berpisah status berpisah galau susah move nya menangis momen telfonan bertukar kabar alasan hubungan diteruskan sedih lega terima kasih ya si berkatmu keterbukaan melanjutkan hidup,32
JENpTmMQBQY,Ugz1TswOutapRuH89ZB4AaABAg,@restijuliawati2778,"Pada curhat, tp aq salfok video clip nya apaan dah 😂",2025-05-20T07:21:38Z,0,curhat salah fokus video clip nya deh,7
JENpTmMQBQY,UgzNxRRSL9-H6xqwf1Z4AaABAg,@EviAyu-p5i,Dan pada akhirnya aku sangat mencintai pemilik ku.. Tidak akan ku gadai imanku.. Praise the lord❤,2025-05-20T07:20:38Z,0,mencintai pemilik ku ku gadai imanku praise lord,8
JENpTmMQBQY,UgzTHUrdrjVkngEEDkp4AaABAg,@cerencandraprasetyo1068,aku muslim dia keristen dan sudah kenal kurang lebih 3 tahun akhirnya jadian di tanggal 2-1-2025 dan kita memutuskan ke jenjang yang lebih serius dan dia akhirnya memilih mualaf dan kita sudah di karunia i satu malaikat kecil,2025-05-20T06:30:11Z,0,muslim keristen kenal jadian tanggal memutuskan jenjang serius memilih mualaf karunia malaikat,12
JENpTmMQBQY,UgwGZMpi8Df9zjbqAF54AaABAg,@nurhanagadang7180,"Lagu ini amat sangat masuk untuk kehidupan ku sebagai seorang Booty

Berpacaran dengan suami orang .. 

Harus pacaran dalam diam karna tidak ingin menyakiti hati istrinya.  Takut kalau nanti tau suaminya berpacaran dengan saya seorang booty 😢",2025-05-20T06:28:10Z,1,lagu masuk kehidupan ku booty berpacaran suami orang pacaran diam menyakiti hati istrinya takut tau suaminya berpacaran booty,18
JENpTmMQBQY,UgxkfsfqHfQhuLkWeg14AaABAg,@ItaRosita-rm1nr,"Ud paham makna ni lagu, cuman tlog woyy,,,gw mo nyanyi blm bs nada ny😅",2025-05-20T06:24:53Z,0,paham makna nih lagu cuman tolong woyygw nyanyi nada nya,10
JENpTmMQBQY,Ugz2JRKk0uvy5m7Epzx4AaABAg,@patrickjane513,"Lagu ini sebenarnya menurut gw nggak melulu tentang perbedaan agama. Menurut gw pencipta lirik nya mengambil contoh ekstrim dalam perubahan prinsip, tingkah laku bahkan kepribadian pasangan atau hal” yg kita pikir pasangan kita tidak akan lakukan hal yg kita anggap gila tak masuk logika",2025-05-20T06:15:18Z,0,lagu gue melulu perbedaan agama gue pencipta lirik nya mengambil contoh ekstrim perubahan prinsip tingkah laku kepribadian pasangan pikir pasangan lakukan anggap gila masuk logika,25
JENpTmMQBQY,UgzYg5IOgxigcv9GfKB4AaABAg,@nned_mars,"Suami Islam, saya Protestan.... Puji Tuhan kami sudah bersama 15th lamanya namun dalam stiap perjalanan cerita kami, kami tak pnh meributkan ttg agama kami masing2, kami sllu saling mensuport n saling menghargai... Dan anak kami, dia bebas menentukan pilihan agama apa yg akan dia anut kelak, apapun pilihannya kami yakin & percaya itu pasti yg terbaik ❤",2025-05-20T05:45:43Z,2,suami islam protestan puji tuhan perjalanan cerita pnh meributkan agama mensuport n menghargai anak bebas menentukan pilihan agama anut kelak apapun pilihannya percaya terbaik,24
JENpTmMQBQY,UgwGpyP8Ofid9Bi2JqN4AaABAg,@yayanchanel4235,Video clipnya knp gitu sih...konsepnya kurang jelas...pdhl lagu dan lirik keren bgt,2025-05-20T05:34:17Z,0,video clipnya sihkonsepnya jelaspdhl lagu lirik keren banget,8
JENpTmMQBQY,UgzgvA14rrV7PvlAyuN4AaABAg,@subkimaru,"Liat2 komen, jd merinding krn banyak yg ternyata masih berjuang. Ttp semangat buat yg msh berjuang ttp mencintai tuhannya dn jg mash bersama dgn pasanggnya mski masih beda keyakinan",2025-05-20T04:55:12Z,0,lihat komen merinding berjuang semangat berjuang mencintai tuhannya mash pasanggnya mski beda keyakinan,13
JENpTmMQBQY,Ugz7R6MGAnutci_AqzJ4AaABAg,@basukianugrah6,Ke sini gara² liat kenriz x Vanessa idol 13👏,2025-05-20T04:43:30Z,0,gara lihat kenriz kali vanessa idol,6
JENpTmMQBQY,UgzSm-WIPY190wUJDet4AaABAg,@febrirahmadani2465,"Suka lagunya, apalagi muncul di video anak gajah yang dilindas itu 😭😭😭",2025-05-20T04:15:26Z,0,suka lagunya muncul video anak gajah dilindas,7
JENpTmMQBQY,UgzHVFnYN0EnIQ9Z60R4AaABAg,@ekiLR,"Cinta yg sesungguhnya bukan cuma berfikir akan dunia ..
yakinkan dgn cinta dan logika akan agama yg mampu membawa kita terus bersama hingga syurga ..",2025-05-20T03:29:15Z,0,cinta sesungguhnya berpikir dunia yakinkan cinta logika agama membawa syurga,10
JENpTmMQBQY,UgyynxlmhzIC5hSw7dt4AaABAg,@restaninganditasari,"Seperti kata orang Batak yg singgah sebentar dihidup saya. 🧑‍💼 : aku cinta sm kamu, tp kita beda agama. Secinta²nya kita sm manusia , tidak sebanding dgn cinta dri Tuhan. Jangan gadaikan Tuhanmu demi cintamu🥹 kata² yg saya ingat sampai skrg, terimakasih bg Batak yg sudah mengingatkan saya utk tetap setia kpd Allah saya & tidak bimbang menjalani hubungan yg berbeda keyakinan❤",2025-05-20T03:26:39Z,0,orang batak singgah sebentar dihidup cinta beda agama secintanya manusia sebanding cinta tuhan gadaikan tuhanmu cintamu terimakasih bang batak setia allah bimbang menjalani hubungan berbeda keyakinan,26
JENpTmMQBQY,UgyLq-BaHsH0-xCMWNN4AaABAg,@kelvinrikza221,"Biasa gk suka lagu"" skrang krena tipe kyak yg lagu"" estetik gitu, tpi yg satu ini beda",2025-05-20T02:54:31Z,0,suka lagu tipe kayak lagu estetik beda,7
JENpTmMQBQY,UgxQhOSmgBFBc10IKWN4AaABAg,@RiskaMuttia,"Lagu nya lebih ke anggota keluarga yg pindah agama, tapi relate juga buat yg punya hubungan beda agama",2025-05-20T02:51:17Z,0,lagu nya anggota keluarga pindah agama relate hubungan beda agama,10
JENpTmMQBQY,Ugx2BULxCqDCKJS5ZtR4AaABAg,@nugrahyatnautama9935,"teringat dia yang dulu penganut advent yang taat dan saya yang muslim, merelakan adalah bentuk terbaik cinta yang tidak mungkin bersatu, dengan kehidupan keluarga masing-masing saat ini.",2025-05-20T02:34:30Z,0,penganut advent taat muslim merelakan bentuk terbaik cinta bersatu kehidupan keluarga masingmasing,12
JENpTmMQBQY,UgzV71z5glRorZb-Fjx4AaABAg,@meliyaekawulandari6525,Pas nyampek reef nya bulu kuduk langsung berdiri dapet merinding dalem banget woyyy😢,2025-05-20T02:06:34Z,0,pas nyampek reef nya bulu kuduk langsung berdiri merinding dalem banget woy,12
JENpTmMQBQY,UgzynxqtMGX05jNqIGF4AaABAg,@mamamaaca,Saya muslim dia katolik sama² bertahan selama 7thn di era huru-hara keluarga sampe akhirnya di tahun ke 8 saya memutuskan stop padahal dia sudah mau ikut saya. Tp setelah saya pikir2 saya egois mengambilnya dr tuhannya dan keluarganya . Dan endingnya sekarang kita menjadi orang yang gak saling kenal setelah saya tinggal menikah dengan pilihan orantua yang satu server dengan saya pas 6bln kemudian dia juga menikah dengan perempuan pilihan orang tuanya skrg kita sama2 bahagia dengan keluarga dan keyakinan masing-masing walau terasa asing saat bertemu.,2025-05-20T01:47:09Z,0,muslim katolik bertahan era huruhara keluarga memutuskan stop pikir egois mengambilnya tuhannya keluarganya endingnya orang kenal tinggal menikah pilihan orantua server pas menikah perempuan pilihan orang tuanya bahagia keluarga keyakinan masingmasing asing bertemu,33
JENpTmMQBQY,UgwSxt2jnW0iCslFjYN4AaABAg,@JerryAqua-lm7ei,Gua fokus sm Video klipnya (shoot gambar dari jauh) kereen...ga kepikiran gua ini kereen..,2025-05-20T01:24:45Z,0,gua fokus video klipnya shoot gambar kereenga kepikiran gua keren,10
JENpTmMQBQY,UgxWIqOFEq9bmkbSWdd4AaABAg,@fitronsubakti6077,almarhum kakek saya Muslim dan nenek saya katolik. mereka hidup bersama sampai maut memisahkan.,2025-05-20T01:20:56Z,0,almarhum kakek muslim nenek katolik hidup maut memisahkan,8
JENpTmMQBQY,UgzyvP4jhISl7g0kyWB4AaABAg,@bambanghermanto5965,Jarang bgt nemu lagu kek gini hebat yg bikin ini lagu lirik lagunya penuh makna seperti lagu2nya Noe Letto,2025-05-20T01:20:52Z,0,jarang banget nemu lagu kayak hebat bikin lagu lirik lagunya penuh makna lagunya noe letto,15
JENpTmMQBQY,UgxXTCYW8suzbao_B9h4AaABAg,@mertawidana8527,"Lagu nya bagus banget, hanya nada intro dan nada Reff terlalu berbeda. Reffnya sangat membantu lagu ini. Liriknya keren, membumi.",2025-05-20T00:38:41Z,0,lagu nya bagus banget nada intro nada ref berbeda reffnya membantu lagu liriknya keren membumi,15
JENpTmMQBQY,UgzrGaQPTt0n5w0lB914AaABAg,@Mumtaz23-f1m,Menghargai karya Fourtwnty dengan memutar lagu dari youtube resminya. good song Mangu,2025-05-20T00:25:38Z,0,menghargai karya fourtwnty memutar lagu youtube resminya good song mangu,10
JENpTmMQBQY,Ugw1UCsSJgwaqDdalQ94AaABAg,@15danisha,..... kok bisa ya cinta sama yg beda visi dan tujuan hidup.... semangat semua..... ......,2025-05-20T00:06:08Z,0,ya cinta beda visi tujuan hidup semangat,7
JENpTmMQBQY,UgxdEL8yWaczIUqRD0t4AaABAg,@kosong-p3h,"2014 gua punya pacar, do'i kerja di toko tas punya kakanya dan gue kerja di seberangnya. 

Dan gue punnya do'i yang keluarganya unik banget. 😂

Bokapnya mualaf dari kristen pindah ke Islam Karna ingin menikah sama istrinya yang muslim.

dan akhirnya karena sering konflik dan salah satu yang terbesar ketika bokapnya tau kalo hubungan mereka sebenarnya ga pernah direstuin sama keluarga istrinya, tapi si istri maksa untuk menikah Karna cinta sama suaminya 😊

Alhasil si istri tertekan karena ortunya sering menyangkut pautkan keadaannya dengan pernikahannya sampe jalan tengahnya perceraian.

Akhirnya bokapnya do'i mutusin buat balik ke kristen setelah resmi cerai, tapi anak2nya tetep Islam.

Do'i gue dan ke-4 Kaka adiknya mutusin buat ga ikut siapapun karena saking rumit dan complicated nya masalah keluarganya.

Dan lu tau?

2017 gua mutusin buat ngelamar do'i ke ibunya Karna ibunya di jakarta sementara bokapnya di Makkasar.

Keluarga gue disambut baik keluarga ibunya dan ibunya menerima lamaran gue.

Dan setelah disepakati tanggal pernikahan, gue mutusin buat Tlp bokapnya dan berbicara secara gentleman sebagai sesama laki-laki.

Selang kurleb 2-3 Minggu setelah insiden Tlp gentleman 😂 tiba2 do'i gue dapet kabar kalo bokapnya sakit dan disuruh balik ke Makkasar.

Dan akhirnya apa? 
Yaappp gagal pernikahan aing 😂😂🤣🤣🤣

Do'i nlp gue sambil nangis-nangis bilang kalo bokapnya ga ngerestuin Karna takut do'i dan gue gagal kaya ortunya.
Awal 1-2 Minggu kita masih intens komunikasi sampe Tlp berjam2.

Di Minggu ke-3 sampai ke-4 mulai berkurang komunikasi kita.

Dan Minggu ke-5 sampe 2 bulan komunikasi cuma ""Y"" kalo ga di read doang.

Tapi gua masih coba bertahan dan pertahanin hubungan Karna tanggal pernikahan yang udah ditentuin ngebuat gua harus bertahan.

Dan taraaaaa.... Akhirnya nomornya tidak aktif dan gua coba untuk komunikasi dengan keluarga ibunya.

Pun sama, baik ibunya dan kakanya ga dapet kabar sama sekali.

Gua dan keluarga gua mutusin yaudah belum jodoh. (Gua hampir gila 🤣🤣🤣)

Satu tahun setelah itu gua liat di FB kakanya upload foto keluarga dan ada do'i disana.

Gua beraniin chat kakanya dan kakanya bilang ...
🗣️ : aku mau chat kamu de pas se*v** balik kesini, tapi takut kamu kecewa.

Ternyata do'i gue sudah non-muslim dan ga inget sama sekali sama gue, bahkan dia kaget pas liat foto kita Karna ga kenal gue siapa 😂🤣🤣🤣

Dan do'i balik kerja lagi di toko kakanya, muncul di depan muka gua tanpa rasa bersalah! 😅


Gue dan do'i coba komunikasi tatap muka sambil dimediasi sama kakak2nya do'i, dan yaudah Karna ketika gua ngobrol sama do'i pun dia udah bukan do'i yang gua kenal 🤣🤣
Bedaaaaaaa....
Cara ngomongnya, nada bicaranya dan matanya ga bisa bohong kalo emang dia udah ga kenal gua 🤣🤣🤣 (gua ga tau gimana, bagaimana dan dengan cara apa bisa ngebuat orang menghapus memorinya) 

Dan do'i pun sudah dilamar pria lain yang seagama 😊

Sementara gua yang hampir gila Karna kehilangan dia dulu memutuskan untuk resigne dari kerjaan gue Karna gue bisa gila beneran kalo terus liat dia 😂😂😂

Total 5 tahun gue kenal dia (2tahun Deket, 3 tahun jadian) dan bisa seasing itu cuma dalam jangka kurang dari 1,5 tahun 😂😂😂

Jahat banget yaa ayahnya 😊

Dan lagu ini mengungkit kembali rasa sakitnya...

Dulu kita berdo'a kepada Tuhan yang sama, sekarang saling mendoakan dengan kiblat yang berbeda.

Kata-katanya yang sampe sekarang gua inget...

🧕 : yang kebab yang.... Nanti aku nangis nih (setiap gue buat salah atau ga sengaja bentak do'i) 😊

Sampe sekarang gua benci kebab! 😊",2025-05-19T23:59:00Z,1,gua pacar doi kerja toko tas kakaknya gue kerja seberangnya gue punnya doi keluarganya unik banget bokapnya mualaf kristen pindah islam menikah istrinya muslim konflik salah terbesar bokapnya tau kalo hubungan direstuin keluarga istrinya sih istri maksa menikah cinta suaminya alhasil sih istri tertekan orang tuanya pautkan keadaannya pernikahannya jalan tengahnya perceraian bokapnya doi memutuskan kristen resmi cerai anaknya islam doi gue kakak adiknya memutuskan saking rumit complicated nya keluarganya lu tau gua memutuskan ngelamar doi ibunya ibunya jakarta bokapnya makkasar keluarga gue disambut keluarga ibunya ibunya menerima lamaran gue disepakati tanggal pernikahan gue memutuskan telepon bokapnya berbicara gentleman lakilaki selang kurleb minggu insiden telepon gentleman doi gue kabar kalo bokapnya sakit disuruh makkasar yaap gagal pernikahan aing doi nlp gue nangisnangis bilang kalo bokapnya ngerestuin takut doi gue gagal kayak orang tuanya minggu intens komunikasi telepon berjam minggu berkurang komunikasi minggu komunikasi ya kalo read doang gua coba bertahan pertahanin hubungan tanggal pernikahan ditentuin ngebuat gua bertahan tara nomornya aktif gua coba komunikasi keluarga ibunya ibunya kakaknya kabar gua keluarga gua memutuskan yaudah jodoh gua gila gua lihat fb kakaknya upload foto keluarga doi disana gua beraniin chat kakaknya kakaknya bilang chat deh pas sev kesini takut kecewa doi gue nonmuslim gue kaget pas lihat foto kenal gue doi kerja toko kakaknya muncul muka gua bersalah gue doi coba komunikasi tatap muka dimediasi kakaknya doi yaudah gua mengobrol doi doi gua kenal beda mengomongnya nada bicaranya matanya bohong kalo kenal gua gua tau ngebuat orang menghapus memorinya doi dilamar pria seagama gua gila kehilangan memutuskan resigne pekerjaan gue gue gila benaran kalo lihat total gue kenal jadian seasing jangka jahat banget ya ayahnya lagu mengungkit sakitnya berdoa tuhan mendoakan kiblat berbeda katakatanya gua kebab menangis nih gue salah sengaja bentak doi gua benci kebab,295
JENpTmMQBQY,Ugz-pmwLjbhiHgD-c9x4AaABAg,@jimmyfajrin,dewi persik yg paling pas cover nya wkwk,2025-05-19T23:46:53Z,0,dewi persik pas cover nya wkwk,6
JENpTmMQBQY,UgwGz9iyggvZ-5z_wxJ4AaABAg,@Mechasoloskibidi,Alhamdulillah tidak pernah terjadi sama aku. Karena dari awal aku aku sudah buat batasan dan tidak pernah akan membiarkan diriku masuk dalam hubungan yang pasti tidak mungkin dilanjutkan. Jadi jangan pernah mencoba. Pada umumnya rayuannya klise 'Ayo dicoba jalan aja dulu'. Say no...,2025-05-19T23:16:34Z,0,alhamdulillah batasan membiarkan diriku masuk hubungan dilanjutkan mencoba rayuannya klise ayo dicoba jalan sayang,14
JENpTmMQBQY,UgwruKWEUJTa_LQzTVd4AaABAg,@jakaparker,"Kirain lagu baru, soalnya baru denger 1 minggu terakhir (pertengahan Mei 2025), ternyata lagu lama.. 😊",2025-05-19T22:00:50Z,0,lagu dengar minggu pertengahan mei lagu,6
JENpTmMQBQY,Ugxu-XiPJka3hUpupwh4AaABAg,@raprap2652,"Keyakinan beda
Doanya beda
Kiblat pun beda
Tapi cinta tak pernah beda 
Karna cinta ada sebelum ada perbedaan",2025-05-19T21:41:46Z,0,keyakinan beda doanya beda kiblat beda cinta beda cinta perbedaan,10
JENpTmMQBQY,UgzFhCdU1Gl2ClQ2qyJ4AaABAg,@cnl_video,"""Jujur tak mudah untuk melangkah pergi, ini soal hati bukan yang di yakini"" lirik ini paling ngena di posisi mimin saat ini.😢",2025-05-19T21:29:38Z,0,jujur mudah melangkah pergi hati yakini lirik ngena posisi admin,10
JENpTmMQBQY,UgyNTksFd04sgkYe_GF4AaABAg,@RifanDaboribo,Lagu ini bikin ingat sy SM mantan istri yg pernah msk agama Islam dan sekarang pindah ke agama Kristen kembali sedih rasanya dengar lagu ini,2025-05-19T17:24:54Z,0,lagu bikin mantan istri masuk agama islam pindah agama kristen sedih dengar lagu,13
JENpTmMQBQY,UgxCU1vQNxGJGUjAOiN4AaABAg,@AditiyaNugraha,"penasaran, ibu2 yg dilantai 2 di akhir video siapa ya? gak ada di cerita diawal perasaan..",2025-05-19T17:23:10Z,0,penasaran dilantai video ya cerita diawal perasaan,7
JENpTmMQBQY,UgwKeLTDq-0n_z5mFl14AaABAg,@Robiansyah-x1h,Pada bahas orang² mualaf nih.. Btw lagu nya the best,2025-05-19T16:57:36Z,0,bahas orang mualaf nih btw lagu nya best,8
JENpTmMQBQY,UgzcCkMsaVGi6S_E9xB4AaABAg,@jitu8264,"realitanya yg BEDA agama sbnrnya hanya BEDA status agamanya saja, pdhl 22nya sama"" SAMA tidak mengenal TUHANNYA... So, sbnrnya mereka TIDAK BEDA...

Lagu ini sbnrnya menceritakan ttg pasangan yg 22nya tidak mengenal benar"" tuhannya, agama hanya status, setelah menikah, baru mengenal tuhannya, tp sayangnya mengenalnya dgn cara yg berbeda dan berpisah...

#bertanyakedirisendiri #kontemplasi",2025-05-19T16:54:39Z,0,realitanya beda agama sbnrnya beda status agamanya nya mengenal tuhannya sok sbnrnya beda lagu sbnrnya menceritakan pasangan nya mengenal tuhannya agama status menikah mengenal tuhannya sayangnya mengenalnya berbeda berpisah,29
JENpTmMQBQY,UgwC0Pb7ql-7NhDTYFl4AaABAg,@rendrom.rendro628,"cindo dan beda agama pula...
tidak kepikiran buat menjalin hubungan dgn dia.
tapi nama nya perasaan tidak bisa di larang.
meski sudah ingin jalan bersama tapi perbedaan ini harus d akhiri dgn air mata...kita cari mimpi masing2..dan tetap bersahabat...trimakasih atas cerita manis ini.",2025-05-19T16:20:12Z,0,cindo beda agama kepikiran menjalin hubungan nama nya perasaan larang jalan perbedaan air matakita cari mimpi masingdan bersahabattrimakasih cerita manis,20
