video_id,comment_id,author_display_name,text,published_at,like_count,clean_text,word_count
1WXfqPbbIZs,UgwmGasohrTau_TE0614AaABAg,@wisnuruby5168,"Cara yang aman untuk meminimalisir pengedaran uang palsu, dan membantu pedagang kecil.",2025-05-12T01:13:31Z,0,aman meminimalisir pengedaran uang palsu membantu pedagang,7
1WXfqPbbIZs,UgzYRXhze5RmyTrvrFZ4AaABAg,@lukmanril,"munculnya qris,
mastercard dan visa kehilangan Interchange Fee, karena orang2 senang menggunakan qris.
ayo pindah ke qris",2025-05-12T01:12:36Z,0,munculnya qris mastercard visa kehilangan interchange fee orang senang qris ayo pindah qris,13
1WXfqPbbIZs,UgyG77gYys3BzonqBo94AaABAg,@suhadihadi9997,Jamanya presiden Mulyono ya.. hebat banget 😮,2025-05-12T00:43:33Z,0,jamanya presiden mulyono ya hebat banget,6
1WXfqPbbIZs,Ugx83YOZLNvMR-gBkE94AaABAg,@KaltaraTVOfficial,"yang bikin AS khawatir itu bukan Qris-nya, tapi suksesnya ini bisa jadi preseden bagi negara lain, kalau di Indo yang segitu luas dan ruwetnya aja bisa sukses, di negara lain juga pasti bisa dong...",2025-05-12T00:40:13Z,0,bikin khawatir qrisnya suksesnya preseden negara indonesia segitu luas ruwetnya sukses negara,12
1WXfqPbbIZs,Ugw88fqGOPiKxL4Va-Z4AaABAg,@2008knightx,"QR ga perlu pake hape NFC. Jadi seluruh kalangan dari atas sampai menengah ke bawah bisa pake

Ga harus hape support NFC",2025-05-11T23:24:19Z,0,qr pakai hape nfc kalangan menengah pakai hape support nfc,10
1WXfqPbbIZs,UgzN_LBkUf3tDB-TlDB4AaABAg,@risdegaming2543,🤗Indonesian mankin maju semoga mankin naju lagi ke depan nya aminn,2025-05-11T18:03:38Z,0,indonesian mankin maju semoga mankin naju nya amin,8
1WXfqPbbIZs,UgyIov-ymTFxQBTn2X94AaABAg,@mamoru64,"Gw ngarep nya sih QRIS bisa bertahan, karena ga cuma satu pihak yg terlibat dalam project ini yg bisa dirugikan 🤞",2025-05-11T18:03:21Z,0,gue mengharap nya sih qris bertahan terlibat project dirugikan,9
1WXfqPbbIZs,Ugz86OMXYtuIOf-rwlF4AaABAg,@hobby_garage1767,Bang dimalaysia di Singapore juga kebnyakan pake pembayaran qr code dan china kebnyakan pake WeChat seperti qriss tapi kenapa American senggol nya indo sahaja.. apa cuma indo mereka mudah atur..,2025-05-11T17:34:43Z,0,bang dimalaysia singapore kebnyakan pakai pembayaran qr code china kebnyakan pakai wechat qriss american senggol nya indonesia sahaja indonesia mudah atur,21
1WXfqPbbIZs,UgwWomOLaoSnCBbu9Pl4AaABAg,@bigbos-ce7qv,"Intinya, Bank Indonesia itu jangan ikut campur tangan politik. Saya masih percaya kalau Bank Indonesia tidak di masuki tangan kotor politikus, pasti rupiah per dolar itu bisa sangat murah. Yakin lah

Tapi para politikus burik itu tidak ingin",2025-05-11T17:16:33Z,0,intinya bank indonesia campur tangan politik percaya bank indonesia masuki tangan kotor politikus rupiah dolar murah politikus burik,18
1WXfqPbbIZs,UgzpgGXKNSejc9qA9H54AaABAg,@xiansampaitua3231,"mantapppp, secara ga langsung sebagai gua yang nonton pun merasakan patriotisme lewat konten dan komunikasi elu bang... terusin konten konten cinta tanah air kita, ga perlu tanah air beta, tahah air sa, tanah air aing, tanah air ikam, tapi TANAH AIR KITA, KITA SEMUA, KITA INDONESIA. dan seneng aja pas denger ""GOTONG ROYONG"" buat darah patriot ini membludak!!!!!!!!!!!!!!!!!",2025-05-11T16:32:44Z,0,mantapppp langsung gua menonton merasakan patriotisme konten komunikasi lu bang terusin konten konten cinta tanah air tanah air beta tahah air sa tanah air aing tanah air ikam tanah air indonesia senang pas dengar gotong royong darah patriot membludak,39
1WXfqPbbIZs,UgzALfI5MhYuMY9EWmZ4AaABAg,@aissoselisa5116,KALAU PEMERINTAH TUNDUK SAMA SI DONALD BERARTI KITA ADALAH BANGSA YG PALING MALANG DI MUKA BUMI.,2025-05-11T16:03:57Z,0,pemerintah tunduk sih donald bangsa malang muka bumi,8
1WXfqPbbIZs,Ugw6xBDVW8LWvkbh5SR4AaABAg,@bagussetiawan-nx6ox,QRIS bikin orang boros susah ngerem ya😂😂😂,2025-05-11T16:00:36Z,0,qris bikin orang boros susah ngerem ya,7
1WXfqPbbIZs,UgyzkeXzFwhbQSvHl5R4AaABAg,@boy6404,"thats raight,QR membuat transaksi manual lebih mudah ,simple ,fast. good job anak bangsa",2025-05-11T15:12:40Z,0,thats raightqr transaksi manual mudah simple fast good job anak bangsa,11
1WXfqPbbIZs,Ugw_X8BDzZGa5UZWkkJ4AaABAg,@Afbar,Bang tolong bantu dikawal agar QRIS mendarah daging ditengah NEXUS yang digarap seluruh anggota ASEAN sebagai alat pembayaran di Asia Tenggara. Ketar ketir saya sebagai warga negara sekaligus pelaku usaha dan konsumen merasa riisih dengan project Nexus dimana BI ikut didalamnya. Bisa jadi kecoa kecoa gentayangan di project Nexus menggantikan QRIS lalu Nexus gagal akhirnya balik ke MasterVisa. Hhhfft.,2025-05-11T14:52:43Z,0,bang tolong bantu dikawal qris mendarah daging ditengah nexus digarap anggota asean alat pembayaran asia tenggara ketar ketir warga negara pelaku usaha konsumen riisih project nexus dimana bi didalamnya kecoa kecoa gentayangan project nexus menggantikan qris nexus gagal mastervisa hhhfft,40
1WXfqPbbIZs,UgyZk7fvgepicM4LYnZ4AaABAg,@OmBewok,"apa bngt dah AS tuh, yg belanja org kita yg jualan org kita yg rese dy, gw pribadi sih ngindarin pembayaran pake visa atau mastercard, biar duit kita muter k tanah kita sndiri",2025-05-11T14:24:51Z,0,banget deh tuh belanja orang jualan orang rese gue pribadi sih ngindarin pembayaran pakai visa mastercard biar duit muter tanah,20
1WXfqPbbIZs,UgzAzJJgLRYPwnX6gvJ4AaABAg,@Ardi-_-,qris enak banget adminnya murah plus simpel,2025-05-11T14:14:55Z,0,qris enak banget adminnya murah plus simpel,7
1WXfqPbbIZs,UgyL5q9DkOowMi6tzCp4AaABAg,@aninomiaibet5321,"Pernah baca, mulai tahun depan setiap penggunaan QRIS akan dikenai pajak 1,5% atau berapa gitu. Ya mudah-mudahan aja sih ga jadi ya. Kalo jadi, semuanya akan jadi mundur lagi dan masyarakat akan kembali pakai cash…",2025-05-11T13:47:45Z,0,baca penggunaan qris dikenai pajak ya mudahmudahan sih ya kalo mundur masyarakat pakai cash,14
1WXfqPbbIZs,UgxgatMEtgKwEeQZL5Z4AaABAg,@dedimawardi7601,Beli rokok sebatang sama kopi segelas bayarnya pakai Visa,2025-05-11T13:43:30Z,0,beli rokok sebatang kopi segelas bayarnya pakai visa,8
1WXfqPbbIZs,Ugw-AMEctPqmyspXzZl4AaABAg,@hendrawan299,"yg keselnya beberaoa spbu ""merah"" masih berpegang teguh ""CUMA BISA CASH"" gila kali dikira zaman batu",2025-05-11T13:35:36Z,0,keselnya beberaoa spbu merah berpegang teguh cash gila kali zaman batu,11
1WXfqPbbIZs,Ugzg2_41ylDxhuQ98C94AaABAg,@nervtqng6813,"Saran buat UMKM beli QRIS Soundbox biar tau pelanggan udh bayar atau blom, kelemahan QRIS apalagi yang cuma dicetak akrilik bisa di manipulasi transaksi nya, bilangnya udh bayar ga taunya blom bayar atau riwayat Transaksi nya di edit",2025-05-11T12:27:52Z,0,saran umkm beli qris soundbox biar tau pelanggan bayar kelemahan qris dicetak akrilik manipulasi transaksi nya bilangnya bayar taunya bayar riwayat transaksi nya edit,24
1WXfqPbbIZs,UgwjO-ZtW4O0GjT9XpJ4AaABAg,@generasinewmind3543,hati2 server data qris diserang CIA,2025-05-11T10:48:24Z,0,hati server data qris diserang cia,6
1WXfqPbbIZs,UgyRp2MUhC5XcOW-AhB4AaABAg,@kartikadyan7074,"QRIS memang gila. Aq beli cabe, sayur ikan 20rb diwarung kecil ada QRIS nya gara2 skrg banyak orang yang ga punya uang cash batal beli hanya gara2 gak ada QRIS",2025-05-11T10:43:03Z,0,qris gila beli cabe sayur ikan ribu diwarung qris nya gara orang uang cash batal beli gara qris,18
1WXfqPbbIZs,UgxzckJUM0ZiGbvN4UB4AaABAg,@fitriantibudiman828,"Di kedai jus ku jg pake Qris, belanja berapapun boleh bayar pake Qris",2025-05-11T10:26:05Z,0,kedai jus ku pakai qris belanja bayar pakai qris,9
1WXfqPbbIZs,UgwflK8GAwStpYKiBK14AaABAg,@xana6696,"Klo untuk tap knpa msih lambat, kupikir krna gk semua orang punya hp yg sda NFCnya, Qris bisa ceper maju krna semua hape punya kamera",2025-05-11T10:22:49Z,0,kalo tap lambat kupikir orang hp sda nfcnya qris ceper maju hape kamera,13
1WXfqPbbIZs,UgyMifXL8N4qq_GbmyV4AaABAg,@yusupbudisastra388,"bicara simpel aja, trkadang melihat youtube d cina, blanja d pasar bayar pake hp dgn we chat, paling tidak lebih mudah krn skrng semua punya hp, paling tidak sinyal indonesia d ratakan, jd paling tidak sehingga seluruh desa terpencil bisa memakai",2025-05-11T10:17:03Z,0,bicara simpel trkadang youtube cina blanja pasar bayar pakai hp chat mudah hp sinyal indonesia ratakan desa terpencil memakai,19
1WXfqPbbIZs,UgyKr6WVyh9Jmm66eKh4AaABAg,@belajarcloud3546,Memang dari dasarnya karakter org indonesia di serang dengan mudah lewat Divide et impera.,2025-05-11T09:45:58Z,0,dasarnya karakter orang indonesia serang mudah divide et impera,9
1WXfqPbbIZs,Ugx0qnAAJLeL36gjS414AaABAg,@OdysZeusMLBB,"Bisnis yang sukses itu kuncinya cuma 1: dengerin apa kata/kebutuhan pelanggan. Jual yang dibutuhin, bukan yang dipengenin penjual. Contoh adek ipar gw pernah jualan makanan, tapi rasanya semau lidahnya sendiri. Alhasil bangkrut krn ga ada yg mau beli krn yg dijual ego, bukan produk 😂 Kalo kata jargon sebelah, bisnis itu always listening, always understanding. Nanti gak perlu promo, pelanggan bakalan balik sendiri nyariin.",2025-05-11T09:40:54Z,0,bisnis sukses kuncinya mendengarkan katakebutuhan pelanggan jual dibutuhin dipengenin penjual contoh adek ipar gue jualan makanan semau lidahnya alhasil bangkrut beli dijual ego produk kalo jargon sebelah bisnis always listening always understanding promo pelanggan nyariin,35
1WXfqPbbIZs,Ugz7Zi8V5V1t81jORpZ4AaABAg,@ayna_LOVERS,Alhamdulillah qris sangat membantu saya. Saya tipekal orang yg malas bawa cash. Paling banyak bawa cash 100-200ribu di dompet😂,2025-05-11T09:34:17Z,0,alhamdulillah qris membantu tipekal orang malas bawa cash bawa cash ribu dompet,12
1WXfqPbbIZs,UgyT8yUtxiPllydyLON4AaABAg,@marcose7en07,"Njiiir sejak ada Qris n kalo mw tarik uang d atm bca bisa cardless.... aku jadi kasihan banget sama kartu atmku di dompet.. mendadak dia jadi pengangguran n butuh pekerjaan.
Coz udah lama gak dipake gesek2 lagi.",2025-05-11T09:30:14Z,0,njiiir qris n kalo tarik uang atm baca cardless kasihan banget kartu atmku dompet mendadak pengangguran n butuh pekerjaan coz dipakai gesek,22
1WXfqPbbIZs,Ugzd0km9P9WwGhEsrh94AaABAg,@Mr.Suliady,Pokoknya klo ada tehnologi yg membuat Amerika galau itu pasti merugikan mereka   Qris hebat dukung 👍👍👍,2025-05-11T07:48:07Z,0,pokoknya kalo tehnologi amerika galau merugikan qris hebat dukung,9
1WXfqPbbIZs,Ugw7IEncHQL4cM251SR4AaABAg,@imamagusfaizal6624,"Next project yuk menciptakan YouTube baru, facebook baru buatan anak bangsa",2025-05-11T07:14:22Z,0,next project yuk menciptakan youtube facebook buatan anak bangsa,9
1WXfqPbbIZs,Ugw5aqbGyUpmMIVC0Pl4AaABAg,@edyarea3819,Coba jelaskan ke kami yg awam ini..krn sy pernah nntn konten yg isinya tentang qris..nah disitu dijelaskan.. apabila kode QR yg di scan melalui ponsel itu lgsg artinya pihak Bank punya akses ke dalam mobile Banking si pengguna tsb..jadi bisa berbahaya ya pasti faham maksud saya..mohon pencerahannya..,2025-05-11T07:07:27Z,0,coba awam inikrn menonton konten isinya qrisnah disitu kode qr scan ponsel langsung bank akses mobile banking sih pengguna tsbjadi berbahaya ya faham maksud sayamohon pencerahannya,26
1WXfqPbbIZs,UgzG53aPTj0Jo1AGp4N4AaABAg,@asusamda8,"beli ayam bangkok...
bayar pake QRIS.
paman pentol....
lupa bawa uang...
pake QRIS.
terbaik...",2025-05-11T06:47:59Z,0,beli ayam bangkok bayar pakai qris paman pentol lupa bawa uang pakai qris terbaik,14
1WXfqPbbIZs,UgzVescRP8l8cDFyG8B4AaABAg,@agussupriadi6083,APA..? AMERIKA KETAR KETIR PADA QRIS.?....EMANG GUE PIKIRIN....,2025-05-11T06:35:17Z,0,amerika ketar ketir qrisemang gue pikirin,6
1WXfqPbbIZs,UgzpY_cvlXP0Y-9bedt4AaABAg,@stenlysolang9442,Maju terus QRIS ayo saatnya cinta produk dalam negeri. Regulasi mesti jelas agar umkm dan produk dlm negeri jadi duta di negeri sendiri,2025-05-11T06:19:35Z,0,maju qris ayo cinta produk negeri regulasi mesti umkm produk negeri duta negeri,13
1WXfqPbbIZs,Ugwaz0KRb3LI7aP3nnB4AaABAg,@Mr.M3,"Jangan Tunduk Sama Amerika 
Lawan ....
dan kalian Para Pemerintah dan pemangku kebijakan tolong jangan ngerugiin Ratusan juta warga Indonesia dengan Kebijakan Kalian,

jangan mau disogok amerika di ancam atau di cerca hal hal buuruk lalu meringkuk",2025-05-11T06:16:11Z,0,tunduk amerika lawan pemerintah pemangku kebijakan tolong ngerugiin ratusan juta warga indonesia kebijakan disogok amerika ancam cerca buuruk meringkuk,19
1WXfqPbbIZs,Ugz0HqwvLqeqerreczh4AaABAg,@cikohiro3-fm4vk,"Klu beneran sampe di stop qris

Fiks pemerintah kita itu lembek",2025-05-11T06:03:39Z,0,benaran stop qris fiks pemerintah lembek,6
1WXfqPbbIZs,UgyvBdg7fo2HASilYU14AaABAg,@rahmatulikbal2651,"Sekarang aja abang2 yang jual cilok di depan rumah sakit aja pake QRIs , karena dia tau klo nakes itu jarang bawa uang cash. Salut ama UMKM yang pintar ambil kesempatan",2025-05-11T05:53:05Z,0,abang jual cilok rumah sakit pakai qris tau kalo nakes jarang bawa uang cash salut umkm pintar ambil kesempatan,19
1WXfqPbbIZs,UgxlugGoArR2qYY23Yx4AaABAg,@purpleraven6893,The real manfaat gotong royong dan bhinneka tunggal ika,2025-05-11T05:52:34Z,0,real manfaat gotong royong bhinneka tunggal ika,7
1WXfqPbbIZs,UgxFoQdTv8xm0n7513V4AaABAg,@purpleraven6893,Semoga project nasional ini gak terjadi korupsi dari orang dalem,2025-05-11T05:46:36Z,0,semoga project nasional korupsi orang dalem,6
1WXfqPbbIZs,Ugx4OlknmoR6RIXf2Ph4AaABAg,@danial_ahmad,INDONESIA siap maju....dan berdiri diatas kaki sendiri.....MERDEKA❤❤❤,2025-05-11T05:31:44Z,0,indonesia majudan berdiri diatas kaki sendirimerdeka,6
1WXfqPbbIZs,UgxFVzDS1saMxsPT0px4AaABAg,@rizkiamsor3759,"QRIS paling mudah ketika gw gak bawa duit pas ketinggalan, jdi bayar pke QRIS bikin gw gak lelaperan",2025-05-11T05:18:09Z,0,qris mudah gue bawa duit pas ketinggalan bayar pakai qris bikin gue lelaperan,13
1WXfqPbbIZs,UgyyIRWXam6g9hPCpE54AaABAg,@logicalthinker_,9:47 nah ini nih yg gw tunggu². Biar potongannya ga gede² bgt di Paypal,2025-05-11T04:54:59Z,0,nih gue tunggu biar potongannya gede banget paypal,8
1WXfqPbbIZs,Ugw4PL8vXMsDjSsU4vV4AaABAg,@hamzahhaz9789,saya kira awal² adanya Qris itu milik cina atau swasta kayak BCA😅,2025-05-11T04:37:54Z,0,qris milik cina swasta kayak baca,6
1WXfqPbbIZs,UgzD6aMataPvHotCfF54AaABAg,@sandihwan3452,"Skrg br viral krn waktu itu tersamar dgn adanya Periode kedua Jokowi dgn keunggulan tinggi, Covid-19, IKN, New normal, Pilpres, Pilkada, krisis dunia, PHK massal, terakhir tarif perdagangan US, coba kl ga US yg kritis bakalan tetap senyap nih QRIS 😂😂😂",2025-05-11T04:14:12Z,2,viral tersamar periode jokowi keunggulan covid ikn new normal pilpres pilkada krisis dunia phk massal tarif perdagangan us coba kalo us kritis senyap nih qris,25
1WXfqPbbIZs,UgyhvCLyV55cLDo-R294AaABAg,@MRCHANNEL2123,gw beli colog goceng aja pake QRIS,2025-05-11T04:10:52Z,0,gue beli colog goceng pakai qris,6
1WXfqPbbIZs,UgwL_u6hh3W6O6LPMrh4AaABAg,@ogigraph,"Apakah proyek yang sukses ini jadi penyebab indonesia gak dapat relaksasi dari pajak dari amerika koh. Boleh bahas ko, baru baca berita dari bosman kemaren 🤣",2025-05-11T03:59:24Z,0,proyek sukses penyebab indonesia relaksasi pajak amerika koh bahas baca berita bosman kemarin,13
1WXfqPbbIZs,UgzUBJhbniBx4eo8B4B4AaABAg,@purnamatasya9694,Baik dan okenyah mana ada g anak2 yang meuncintai NKRI bukan antek2 komunis yang pengeunyah meu meucah beulah dari peujabat dan rakyat nyah,2025-05-11T03:43:11Z,0,okenyah anak meuncintai nkri antek komunis pengeunyah meu meucah beulah peujabat rakyat nya,13
1WXfqPbbIZs,UgxsEgkfIWPHS9cgNOR4AaABAg,@rikuns3680,"Pembayaran Google Play Aja Udah Ada Opsi Pembayaran Qris , Mantep Deh",2025-05-11T03:16:32Z,1,pembayaran google play opsi pembayaran qris mantap deh,8
1WXfqPbbIZs,UgyPqQnLlNQxHvldyZx4AaABAg,@zuldani-t9k2q,Kalau pakek Qris emang bagus bang cuma  begal hp sekarang medan blawan nomor satu  polisi tau cuma liat aja,2025-05-11T03:01:32Z,0,pakai qris bagus bang begal hp medan blawan nomor polisi tau lihat,12
1WXfqPbbIZs,UgxAwC84xK6fEKCSy9F4AaABAg,@andruryvanoabrir2955,"Yang gak pernah husnudzon sama pemerintah memang gatau pemerintah juga bisa bener, udah bener gak dihargai pula 😂. Kalo di pemerintahan, kemajuan teknologi paling penting dan berhasil sebenernya di sektor keuangan, meskipun penggunanya hanya sesama pemerintah. Ada omspan tanda mulainya reformasi keuangan, ada sakti tanda mulainya integrasi sistem pengelolaan anggaran, ada ceisa yang memberi janji dwelling time transparan. Sayangya coretax keburu dihin hina aja",2025-05-11T02:49:59Z,0,husnudzon pemerintah tau pemerintah dihargai kalo pemerintahan kemajuan teknologi berhasil sektor keuangan penggunanya pemerintah omspan tanda mulainya reformasi keuangan sakti tanda mulainya integrasi sistem pengelolaan anggaran ceisa janji dwelling time transparan sayangya coretax keburu dihin hina,36
1WXfqPbbIZs,UgzIyP72iLRMldBrgOd4AaABAg,@BerKaah-t5i,"Sangat senang sya sbgai rakyat biasa sering menggunskan qris buat beli gorengan secara online simpel praktis,hemat❤😊",2025-05-11T02:44:48Z,0,senang rakyat menggunskan qris beli gorengan online simpel praktishemat,9
1WXfqPbbIZs,Ugx_u4Sqnmn3yBMlDDV4AaABAg,@thomassanjaya3585,debit dan cc juga klo emang pake nya hanya di indo ganti ke jenis kartu GPN aja ngapain pake visa/master beli indomie di alfamart,2025-05-11T02:23:21Z,0,debit cc kalo pakai nya indonesia ganti jenis kartu gpn mengapai pakai visamaster beli indomie alfamart,16
1WXfqPbbIZs,UgwH9vm_YvZ2m5sxkf54AaABAg,@AditiaStory,buat yg belum tau pembelian langganan dan aplikasi di GOOGLE PLAY sudah support bayar pake QRIS ya,2025-05-11T01:59:58Z,0,tau pembelian langganan aplikasi google play support bayar pakai qris ya,11
1WXfqPbbIZs,Ugx2Qvte5VgAV3uFBDt4AaABAg,@bachi666,ya tidak bosan saya mengingatkan mari banggakan & pakai produk lokal😁,2025-05-11T01:56:57Z,0,ya bosan mari banggakan pakai produk lokal,7
1WXfqPbbIZs,UgxMiO9LatV4J7LQ1P14AaABAg,@game4lifeID,Semenjak ada qris jadi jarang bawa uang cash. Tapi juga jadi lebih boros hehe,2025-05-11T01:04:57Z,0,semenjak qris jarang bawa uang cash boros hehe,8
1WXfqPbbIZs,UgxghJuFwfUCSDenglF4AaABAg,@riskidwi9904,"Semua tuh emng makin lama makin harus pake qris
Pedagang kaki lima, warung madura, warteg dan bahkan semua kantin dikampus gue wajib pake qris",2025-05-11T01:03:02Z,0,tuh pakai qris pedagang kaki warung madura warteg kantin dikampus gue wajib pakai qris,14
1WXfqPbbIZs,Ugxs-Mnwoq35_KJhcsF4AaABAg,@shoishida153,Siapapun yg bikin qris emng jenius bgt karna sangat memudahkan hidup masyarakattt,2025-05-11T00:49:00Z,0,bikin qris jenius banget memudahkan hidup masyarakattt,7
1WXfqPbbIZs,Ugy6skeLou8jXFeCvqx4AaABAg,@tequilamonata,Sampe tukang parkir jalanan terima pembayaran qris,2025-05-11T00:31:38Z,0,tukang parkir jalanan terima pembayaran qris,6
1WXfqPbbIZs,UgwjgtVSvkWdcXHDQRx4AaABAg,@abzonearth,"Persatuannya yang patut dibanggakan, china pun masih terkotak2 pembayaran QR nya belum menyatu",2025-05-11T00:17:37Z,0,persatuannya patut dibanggakan china terkotak pembayaran qr nya menyatu,9
1WXfqPbbIZs,UgybCyGmDo_CwtWHzgF4AaABAg,@JanuarPramono-i9u,Ya sebenarnya musuh terbesar negara Indonesia  adalah para politikus yg rakus,2025-05-11T00:14:50Z,0,ya musuh terbesar negara indonesia politikus rakus,7
