video_id,comment_id,author_display_name,text,published_at,like_count,clean_text,word_count,sentiment
1WXfqPbbIZs,UgyKr6WVyh9Jmm66eKh4AaABAg,@belajarcloud3546,Memang dari dasarnya karakter org indonesia di serang dengan mudah lewat Divide et impera.,2025-05-11T09:45:58Z,0,dasarnya karakter org indonesia serang mudah divide et impera,9,neutral
1WXfqPbbIZs,Ugx0qnAAJLeL36gjS414AaABAg,@OdysZeusMLBB,"Bisnis yang sukses itu kuncinya cuma 1: dengerin apa kata/kebutuhan pelanggan. Jual yang dibutuhin, bukan yang dipengenin penjual. Contoh adek ipar gw pernah jualan makanan, tapi rasanya semau lidahnya sendiri. Alhasil bangkrut krn ga ada yg mau beli krn yg dijual ego, bukan produk 😂 Kalo kata jargon sebelah, bisnis itu always listening, always understanding. Nanti gak perlu promo, pelanggan bakalan balik sendiri nyariin.",2025-05-11T09:40:54Z,0,bisnis sukses kuncinya dengerin katakebutuhan pelanggan jual dibutuhin dipengenin penjual contoh adek ipar gw jualan makanan semau lidahnya alhasil bangkrut krn ga yg beli krn yg dijual ego produk kalo jargon sebelah bisnis always listening always understanding gak promo pelanggan nyariin,41,negative
1WXfqPbbIZs,Ugz7Zi8V5V1t81jORpZ4AaABAg,@ayna_LOVERS,Alhamdulillah qris sangat membantu saya. Saya tipekal orang yg malas bawa cash. Paling banyak bawa cash 100-200ribu di dompet😂,2025-05-11T09:34:17Z,0,alhamdulillah qris membantu tipekal orang yg malas bawa cash bawa cash ribu dompet,13,positive
1WXfqPbbIZs,UgyT8yUtxiPllydyLON4AaABAg,@marcose7en07,"Njiiir sejak ada Qris n kalo mw tarik uang d atm bca bisa cardless.... aku jadi kasihan banget sama kartu atmku di dompet.. mendadak dia jadi pengangguran n butuh pekerjaan.
Coz udah lama gak dipake gesek2 lagi.",2025-05-11T09:30:14Z,0,njiiir qris n kalo mw tarik uang atm bca cardless kasihan banget kartu atmku dompet mendadak pengangguran n butuh pekerjaan coz udah gak dipake gesek,25,negative
1WXfqPbbIZs,Ugzd0km9P9WwGhEsrh94AaABAg,@Mr.Suliady,Pokoknya klo ada tehnologi yg membuat Amerika galau itu pasti merugikan mereka   Qris hebat dukung 👍👍👍,2025-05-11T07:48:07Z,0,pokoknya klo tehnologi yg amerika galau merugikan qris hebat dukung,10,positive
1WXfqPbbIZs,Ugw7IEncHQL4cM251SR4AaABAg,@imamagusfaizal6624,"Next project yuk menciptakan YouTube baru, facebook baru buatan anak bangsa",2025-05-11T07:14:22Z,0,next project yuk menciptakan youtube facebook buatan anak bangsa,9,neutral
1WXfqPbbIZs,Ugw5aqbGyUpmMIVC0Pl4AaABAg,@edyarea3819,Coba jelaskan ke kami yg awam ini..krn sy pernah nntn konten yg isinya tentang qris..nah disitu dijelaskan.. apabila kode QR yg di scan melalui ponsel itu lgsg artinya pihak Bank punya akses ke dalam mobile Banking si pengguna tsb..jadi bisa berbahaya ya pasti faham maksud saya..mohon pencerahannya..,2025-05-11T07:07:27Z,0,coba yg awam inikrn sy nntn konten yg isinya qrisnah disitu kode qr yg scan ponsel lgsg bank akses mobile banking si pengguna tsbjadi berbahaya ya faham maksud sayamohon pencerahannya,30,negative
1WXfqPbbIZs,UgzG53aPTj0Jo1AGp4N4AaABAg,@asusamda8,"beli ayam bangkok...
bayar pake QRIS.
paman pentol....
lupa bawa uang...
pake QRIS.
terbaik...",2025-05-11T06:47:59Z,0,beli ayam bangkok bayar pake qris paman pentol lupa bawa uang pake qris terbaik,14,positive
1WXfqPbbIZs,Ugz6aPblCBsiFn7V2qB4AaABAg,@andrisas1966,Saya foto kopi aja bayar pakai QRIS,2025-05-11T06:44:30Z,0,foto kopi aja bayar pakai qris,6,neutral
1WXfqPbbIZs,UgzVescRP8l8cDFyG8B4AaABAg,@agussupriadi6083,APA..? AMERIKA KETAR KETIR PADA QRIS.?....EMANG GUE PIKIRIN....,2025-05-11T06:35:17Z,0,amerika ketar ketir qrisemang gue pikirin,6,negative
1WXfqPbbIZs,UgzpY_cvlXP0Y-9bedt4AaABAg,@stenlysolang9442,Maju terus QRIS ayo saatnya cinta produk dalam negeri. Regulasi mesti jelas agar umkm dan produk dlm negeri jadi duta di negeri sendiri,2025-05-11T06:19:35Z,0,maju qris ayo cinta produk negeri regulasi mesti umkm produk dlm negeri duta negeri,14,positive
1WXfqPbbIZs,Ugwaz0KRb3LI7aP3nnB4AaABAg,@Mr.M3,"Jangan Tunduk Sama Amerika 
Lawan ....
dan kalian Para Pemerintah dan pemangku kebijakan tolong jangan ngerugiin Ratusan juta warga Indonesia dengan Kebijakan Kalian,

jangan mau disogok amerika di ancam atau di cerca hal hal buuruk lalu meringkuk",2025-05-11T06:16:11Z,0,tunduk amerika lawan pemerintah pemangku kebijakan tolong ngerugiin ratusan juta warga indonesia kebijakan disogok amerika ancam cerca buuruk meringkuk,19,negative
1WXfqPbbIZs,Ugz0HqwvLqeqerreczh4AaABAg,@cikohiro3-fm4vk,"Klu beneran sampe di stop qris

Fiks pemerintah kita itu lembek",2025-05-11T06:03:39Z,0,klu beneran sampe stop qris fiks pemerintah lembek,8,negative
1WXfqPbbIZs,UgyvBdg7fo2HASilYU14AaABAg,@rahmatulikbal2651,"Sekarang aja abang2 yang jual cilok di depan rumah sakit aja pake QRIs , karena dia tau klo nakes itu jarang bawa uang cash. Salut ama UMKM yang pintar ambil kesempatan",2025-05-11T05:53:05Z,0,aja abang jual cilok rumah sakit aja pake qris tau klo nakes jarang bawa uang cash salut ama umkm pintar ambil kesempatan,22,positive
1WXfqPbbIZs,UgxlugGoArR2qYY23Yx4AaABAg,@purpleraven6893,The real manfaat gotong royong dan bhinneka tunggal ika,2025-05-11T05:52:34Z,0,real manfaat gotong royong bhinneka tunggal ika,7,positive
1WXfqPbbIZs,UgxFoQdTv8xm0n7513V4AaABAg,@purpleraven6893,Semoga project nasional ini gak terjadi korupsi dari orang dalem,2025-05-11T05:46:36Z,0,semoga project nasional gak korupsi orang dalem,7,positive
1WXfqPbbIZs,Ugx4OlknmoR6RIXf2Ph4AaABAg,@danial_ahmad,INDONESIA siap maju....dan berdiri diatas kaki sendiri.....MERDEKA❤❤❤,2025-05-11T05:31:44Z,0,indonesia majudan berdiri diatas kaki sendirimerdeka,6,neutral
1WXfqPbbIZs,UgxFVzDS1saMxsPT0px4AaABAg,@rizkiamsor3759,"QRIS paling mudah ketika gw gak bawa duit pas ketinggalan, jdi bayar pke QRIS bikin gw gak lelaperan",2025-05-11T05:18:09Z,0,qris mudah gw gak bawa duit pas ketinggalan jdi bayar pke qris bikin gw gak lelaperan,16,positive
1WXfqPbbIZs,UgyyIRWXam6g9hPCpE54AaABAg,@logicalthinker_,9:47 nah ini nih yg gw tunggu². Biar potongannya ga gede² bgt di Paypal,2025-05-11T04:54:59Z,0,nih yg gw tunggu biar potongannya ga gede bgt paypal,10,positive
1WXfqPbbIZs,Ugw4PL8vXMsDjSsU4vV4AaABAg,@hamzahhaz9789,saya kira awal² adanya Qris itu milik cina atau swasta kayak BCA😅,2025-05-11T04:37:54Z,0,qris milik cina swasta kayak bca,6,neutral
1WXfqPbbIZs,UgzD6aMataPvHotCfF54AaABAg,@sandihwan3452,"Skrg br viral krn waktu itu tersamar dgn adanya Periode kedua Jokowi dgn keunggulan tinggi, Covid-19, IKN, New normal, Pilpres, Pilkada, krisis dunia, PHK massal, terakhir tarif perdagangan US, coba kl ga US yg kritis bakalan tetap senyap nih QRIS 😂😂😂",2025-05-11T04:14:12Z,2,skrg br viral krn tersamar dgn periode jokowi dgn keunggulan covid ikn new normal pilpres pilkada krisis dunia phk massal tarif perdagangan us coba kl ga us yg kritis senyap nih qris,32,neutral
1WXfqPbbIZs,UgyhvCLyV55cLDo-R294AaABAg,@MRCHANNEL2123,gw beli colog goceng aja pake QRIS,2025-05-11T04:10:52Z,0,gw beli colog goceng aja pake qris,7,neutral
1WXfqPbbIZs,UgwL_u6hh3W6O6LPMrh4AaABAg,@ogigraph,"Apakah proyek yang sukses ini jadi penyebab indonesia gak dapat relaksasi dari pajak dari amerika koh. Boleh bahas ko, baru baca berita dari bosman kemaren 🤣",2025-05-11T03:59:24Z,0,proyek sukses penyebab indonesia gak relaksasi pajak amerika koh bahas ko baca berita bosman kemaren,15,neutral
1WXfqPbbIZs,UgyBCjBfVZzIsH4wsO54AaABAg,@asepsuryana2193,Gtw knp tiba2 ada potongan iklan 1.000 pdhal ga langganan aneh,2025-05-11T03:54:13Z,0,gtw knp potongan iklan pdhal ga langganan aneh,8,neutral
1WXfqPbbIZs,UgzUBJhbniBx4eo8B4B4AaABAg,@purnamatasya9694,Baik dan okenyah mana ada g anak2 yang meuncintai NKRI bukan antek2 komunis yang pengeunyah meu meucah beulah dari peujabat dan rakyat nyah,2025-05-11T03:43:11Z,0,okenyah g anak meuncintai nkri antek komunis pengeunyah meu meucah beulah peujabat rakyat nyah,14,negative
1WXfqPbbIZs,UgxsEgkfIWPHS9cgNOR4AaABAg,@rikuns3680,"Pembayaran Google Play Aja Udah Ada Opsi Pembayaran Qris , Mantep Deh",2025-05-11T03:16:32Z,1,pembayaran google play aja udah opsi pembayaran qris mantep deh,10,positive
1WXfqPbbIZs,UgyPqQnLlNQxHvldyZx4AaABAg,@zuldani-t9k2q,Kalau pakek Qris emang bagus bang cuma  begal hp sekarang medan blawan nomor satu  polisi tau cuma liat aja,2025-05-11T03:01:32Z,0,pakek qris emang bagus bang begal hp medan blawan nomor polisi tau liat aja,14,positive
1WXfqPbbIZs,UgxAwC84xK6fEKCSy9F4AaABAg,@andruryvanoabrir2955,"Yang gak pernah husnudzon sama pemerintah memang gatau pemerintah juga bisa bener, udah bener gak dihargai pula 😂. Kalo di pemerintahan, kemajuan teknologi paling penting dan berhasil sebenernya di sektor keuangan, meskipun penggunanya hanya sesama pemerintah. Ada omspan tanda mulainya reformasi keuangan, ada sakti tanda mulainya integrasi sistem pengelolaan anggaran, ada ceisa yang memberi janji dwelling time transparan. Sayangya coretax keburu dihin hina aja",2025-05-11T02:49:59Z,0,gak husnudzon pemerintah gatau pemerintah bener udah bener gak dihargai kalo pemerintahan kemajuan teknologi berhasil sebenernya sektor keuangan penggunanya pemerintah omspan tanda mulainya reformasi keuangan sakti tanda mulainya integrasi sistem pengelolaan anggaran ceisa janji dwelling time transparan sayangya coretax keburu dihin hina aja,43,negative
1WXfqPbbIZs,UgzIyP72iLRMldBrgOd4AaABAg,@BerKaah-t5i,"Sangat senang sya sbgai rakyat biasa sering menggunskan qris buat beli gorengan secara online simpel praktis,hemat❤😊",2025-05-11T02:44:48Z,0,senang sya sbgai rakyat menggunskan qris beli gorengan online simpel praktishemat,11,positive
1WXfqPbbIZs,Ugx_u4Sqnmn3yBMlDDV4AaABAg,@thomassanjaya3585,debit dan cc juga klo emang pake nya hanya di indo ganti ke jenis kartu GPN aja ngapain pake visa/master beli indomie di alfamart,2025-05-11T02:23:21Z,0,debit cc klo emang pake nya indo ganti jenis kartu gpn aja ngapain pake visamaster beli indomie alfamart,18,neutral
1WXfqPbbIZs,UgwH9vm_YvZ2m5sxkf54AaABAg,@AditiaStory,buat yg belum tau pembelian langganan dan aplikasi di GOOGLE PLAY sudah support bayar pake QRIS ya,2025-05-11T01:59:58Z,0,yg tau pembelian langganan aplikasi google play support bayar pake qris ya,12,neutral
1WXfqPbbIZs,Ugx2Qvte5VgAV3uFBDt4AaABAg,@bachi666,ya tidak bosan saya mengingatkan mari banggakan & pakai produk lokal😁,2025-05-11T01:56:57Z,0,ya bosan mari banggakan pakai produk lokal,7,negative
1WXfqPbbIZs,UgxMiO9LatV4J7LQ1P14AaABAg,@game4lifeID,Semenjak ada qris jadi jarang bawa uang cash. Tapi juga jadi lebih boros hehe,2025-05-11T01:04:57Z,0,semenjak qris jarang bawa uang cash boros hehe,8,negative
1WXfqPbbIZs,UgxghJuFwfUCSDenglF4AaABAg,@riskidwi9904,"Semua tuh emng makin lama makin harus pake qris
Pedagang kaki lima, warung madura, warteg dan bahkan semua kantin dikampus gue wajib pake qris",2025-05-11T01:03:02Z,0,tuh emng pake qris pedagang kaki warung madura warteg kantin dikampus gue wajib pake qris,15,neutral
1WXfqPbbIZs,Ugxs-Mnwoq35_KJhcsF4AaABAg,@shoishida153,Siapapun yg bikin qris emng jenius bgt karna sangat memudahkan hidup masyarakattt,2025-05-11T00:49:00Z,0,yg bikin qris emng jenius bgt karna memudahkan hidup masyarakattt,10,positive
