video_id,comment_id,author_display_name,text,published_at,like_count,clean_text,word_count,sentiment
GKWzSsf-GcA,UgwmiypTaVc_zxIrWrV4AaABAg,@tritura5stars545,Komunis udah lebih baik dari mental bangsa ini...kan parah.😮😮,2025-05-09T14:28:14Z,0,komunis udah mental bangsa inikan parah,6,negative
GKWzSsf-GcA,Ugz5OqacMnJICpDzR7d4AaABAg,@tritura5stars545,Orang udah malas dan merasa rugi bayar pajak di negara konoha ini pak Bennix....karena pemerintah isinya orang² malas'korup dan bodoh lagi....😮😮,2025-05-09T14:25:14Z,0,orang udah malas rugi bayar pajak negara konoha bennixkarena pemerintah isinya orang malaskorup bodoh,14,negative
GKWzSsf-GcA,Ugz2Puahq1chno7X_4d4AaABAg,@Hariyono-s2t,Kok nyalahin umkm indonesia dulu penghasil produk pertanian justru yang menghancurkan petani kita eksportir rakyat itu produksinya dr hasil kita sendiri bantai aja eksportir buktinya sekarang kita swasembada pangan saya angkat topi sama petani kita perbanyak umkm bravo rakyat kita,2025-05-09T03:16:27Z,0,nyalahin umkm indonesia penghasil produk pertanian menghancurkan petani eksportir rakyat produksinya dr hasil bantai aja eksportir buktinya swasembada pangan angkat topi petani perbanyak umkm bravo rakyat,26,negative
GKWzSsf-GcA,UgwiOFBiSKOscWtkulR4AaABAg,@Hoe88-k9h,Sebaiknya MUI keluarkan fatwa... Haram hukumnya terima dan memberi suap bagi umat islam.... Termasuk haram  untuk mereka jika mau ke masjid untuk melaksanakan shalat jumat..... 😂😂😂,2025-05-08T20:36:58Z,0,mui keluarkan fatwa haram hukumnya terima suap umat islam haram masjid melaksanakan shalat jumat,14,neutral
GKWzSsf-GcA,Ugyoc4PbxUUo5MntPNF4AaABAg,@budimanlu2688,"Indonesia cocok jalankan Demokrasi Terpinpin yg dicetus Soekarno, Diktator lbh Effisiensi, spt China, Rusia.",2025-05-08T09:36:58Z,0,indonesia cocok jalankan demokrasi terpinpin yg dicetus soekarno diktator lbh effisiensi spt china rusia,14,positive
GKWzSsf-GcA,UgxR8GfwWMA2jaT-YKl4AaABAg,@mikhudin-Sae,Inti nya harus para arsitektur ekonomi pemerintah harus menciptakan ekonomi yang balans dan harus berani menari pasar baru export jika ingin maju.,2025-05-08T01:32:25Z,0,inti nya arsitektur ekonomi pemerintah menciptakan ekonomi balans berani menari pasar export maju,13,neutral
GKWzSsf-GcA,UgzIEGjPfAJv_RrWYh94AaABAg,@ghifariyoga1922,"om ben RUU tni videonya manaa :(

sehat selalu om ben dan team, terbaik se indonesia !",2025-05-07T16:39:05Z,0,om ben ruu tni videonya manaa sehat om ben team terbaik indonesia,12,positive
GKWzSsf-GcA,UgznpqzRmmFdK6mKu154AaABAg,@effendygunawan828,"Efisiensi angaran agar belajar dari Amerika, kurangi pegawai PNS untuk melakukan penghematan, terhadap sisanya jika melakukan korupsi pecat segera tanpa pesangon dan proses pidana serahkan ke KPK.
Maka insyaallah indonesia akan sejahtera",2025-05-07T16:26:53Z,0,efisiensi angaran belajar amerika kurangi pegawai pns penghematan sisanya korupsi pecat pesangon proses pidana serahkan kpk insyaallah indonesia sejahtera,19,neutral
GKWzSsf-GcA,Ugw5TEMdcu0X-V-i38B4AaABAg,@Hambali1982,"UKM: Boot 3x2 , jual jahe, jual tempe😅",2025-05-07T00:26:26Z,0,ukm boot x jual jahe jual tempe,7,neutral
GKWzSsf-GcA,UgzCEVniAjPhoz9bbF94AaABAg,@kampoengchannel3445,kalo di daerah2 para pemimpin pejabat menjual belikan  SK PNS yg masih kosong belom ada nama....apalagi kalo pemimpinnya orang2 prindavan..otak mereka sangat jenius kalo soal itu..,2025-05-07T00:00:03Z,0,kalo daerah pemimpin pejabat menjual belikan sk pns yg kosong belom namaapalagi kalo pemimpinnya orang prindavanotak jenius kalo,18,negative
GKWzSsf-GcA,UgzzgkypfK8BEOjAjeB4AaABAg,@kampoengchannel3445,"kalo pejabat2 indonesia tanpa uang siluman tak akan jalan bos....masalah olah raga aja bonus para pejuang olah raga mereka tega langsung potong...aku dulu aja diajak ikut diklad diklad gk jelas yg gk bermutu,saya kira ada manfa'atnya ternyata NOL BESAR...yg ujung2 dibuat ajang korupsi",2025-05-06T23:38:49Z,0,kalo pejabat indonesia uang siluman jalan bosmasalah olah raga aja bonus pejuang olah raga tega langsung potongaku aja diajak diklad diklad gk yg gk bermutusaya manfaatnya nol besaryg ujung ajang korupsi,31,negative
GKWzSsf-GcA,Ugwll3Ew2uSGasQxtxZ4AaABAg,@astiandprema3594,"membuat rukun gampang, pemerintahnya bisa dipercaya serius membangun bangsanya dan kepastian hukum dan tidak korup , rakyatnya tak kelaparan",2025-05-06T06:08:29Z,0,rukun gampang pemerintahnya dipercaya serius membangun bangsanya kepastian hukum korup rakyatnya kelaparan,12,negative
GKWzSsf-GcA,UgyjU-k6HuYXpLb3AQd4AaABAg,@astiandprema3594,"acara acara formal di hotel, substansi nol.",2025-05-06T06:01:59Z,0,acara acara formal hotel substansi nol,6,neutral
GKWzSsf-GcA,UgxrXI4m2WqgUn-I6IB4AaABAg,@prima6672,"Menurut gua ya kalau korupsi udah  sampe 1 M maka harus eksekusi mati sih, jangan nunggu sampe 300 T tapi penjara 6 thn",2025-05-05T16:15:46Z,0,gua ya korupsi udah sampe eksekusi mati sih nunggu sampe penjara thn,12,negative
GKWzSsf-GcA,UgxnfLEbmqmUtiVfvcN4AaABAg,@nicolasirman3399,"Menit 27:45 ""mereka bisa ekspansi ke Italia"",  siapa ya maksud-nya? Mohon pencerahannya suhu 🙏",2025-05-05T16:01:01Z,0,menit ekspansi italia ya maksudnya mohon pencerahannya suhu,8,neutral
GKWzSsf-GcA,UgxKU6X9enytn0e5h714AaABAg,@wilsim62,"PNS itu tidak sebanding dg jumlah penduduk dan sdh ada standar dr menpanrb dan bkn batasin jumlah pns di  direktorat jenderal/kementerian. masalah penyusunan dan pengalokasi anggaran yg hrs dievaluasi. Ttp gmn dilakukan semua kepala daerah dari partai pasti utamakan partainya, liat itu staf khusus datang dari kawan menteri/gubernur yg sok berkuasa hancurkan anggaran, semua pjbt eselon 1 tunduk! Efisiensi di birokrasi berdampak ekonomi domino, hotel sepi katering bangkrut dll! Jd birokrasi bersihkan dari kekuasaan politik partai! 
Hukuman mati buat koruptor pasti sulit krn HM itu ditentang eropa lah menteri HAM RI aktivis HAM, ya setidak hukuman SU seumur hidup bg koruptor!",2025-05-05T13:34:28Z,0,pns sebanding dg penduduk sdh standar dr menpanrb bkn batasin pns direktorat jenderalkementerian penyusunan pengalokasi anggaran yg hrs dievaluasi ttp gmn kepala daerah partai utamakan partainya liat staf khusus kawan menterigubernur yg sok berkuasa hancurkan anggaran pjbt eselon tunduk efisiensi birokrasi berdampak ekonomi domino hotel sepi katering bangkrut dll jd birokrasi bersihkan kekuasaan politik partai hukuman mati koruptor sulit krn hm ditentang eropa menteri ham ri aktivis ham ya setidak hukuman su seumur hidup bg koruptor,76,negative
GKWzSsf-GcA,Ugz3E1UQbV8bfIDvMFV4AaABAg,@mutialarashati6890,"Salah satu mungkin masuknya barang bekas makanya industri textile kita lesu, banyak yg gila merk tapi nggak bisa beli yg baru",2025-05-04T07:26:13Z,0,salah masuknya barang bekas industri textile lesu yg gila merk nggak beli yg,13,negative
GKWzSsf-GcA,Ugxk34JjwxR0viqQ7ER4AaABAg,@engingeng8120,Pemerintah kita kurang bnyk OMON OMON sangat pendiam dan kerja nyata buktinya lapangan kerja luar biasa banyaknya hasil kerjanya luar biasa Indonesia sangat maju dalam 6 bulan kepemimpinannya utang juga sdh nol ini sangat luar biasa dalam mimpi ku😂😂 🤣,2025-05-04T05:08:10Z,0,pemerintah bnyk omon omon pendiam kerja nyata buktinya lapangan kerja banyaknya hasil kerjanya indonesia maju kepemimpinannya utang sdh nol mimpi ku,21,positive
GKWzSsf-GcA,UgzxcA5U8fGgFewZVXN4AaABAg,@TJHANGJULIAWATI,Pns indonesia duduk santai tanpa kerja tiap bulan cuma duduk santai dikantor rakyat mau urus srt selalu dipersulit tlg dilihat dilapangan pak prabowo,2025-05-04T04:54:15Z,0,pns indonesia duduk santai kerja duduk santai dikantor rakyat urus srt dipersulit tlg dilapangan prabowo,15,neutral
GKWzSsf-GcA,UgxYXFXUbuQ08CqrXVV4AaABAg,@berkahmanfaat8140,"Gw setuju ungkapan Bennix, Indonesia negara PNS alasannya cuman pada mau dapat pensiun, kerja santai, banyak 'peluang'
Ini harus kasih pelajaran pada generasi muda, agar mandiri jangan pernah berfikir jadi PNS yg menjadikan pegawai seperti kebo dicocok hidungnya. Nurut baeee",2025-05-04T04:27:29Z,0,gw setuju ungkapan bennix indonesia negara pns alasannya cuman pensiun kerja santai peluang kasih pelajaran generasi muda mandiri berfikir pns yg menjadikan pegawai kebo dicocok hidungnya nurut baeee,28,positive
GKWzSsf-GcA,Ugw8OwbthDPaBcZKnnl4AaABAg,@AdamPratama-y3v,"Biasanya bang klo mata kanan selalu berkedip spontan saat seseorang bicara itu karakter org yg jujur dan klo kiri menandakan org yg banyak mikir dan otomatis selalu ada kebohongan. Namun saya tidak tau lagi tentang ilmu kedokteran mengenai gerak gerik organ tubuh yg spontan saat beraktivitas. Terima kasih bang... 
Saran bang: Kurangin menggunakan kata² yg kurang di terima oleh beberapa org yg kurang paham tentang maksud sebuah kata atau kalimat. Halnya#AN*ING PENJILAT... 
Salam waras dan sukses NKRI",2025-05-03T14:23:27Z,0,bang klo mata kanan berkedip spontan bicara karakter org yg jujur klo kiri menandakan org yg mikir otomatis kebohongan tau ilmu kedokteran gerak gerik organ tubuh yg spontan beraktivitas terima kasih bang saran bang kurangin yg terima org yg paham maksud kalimat halnyaing penjilat salam waras sukses nkri,48,negative
GKWzSsf-GcA,Ugwjh19X0XL4bWxWPFN4AaABAg,@andisyahrir563,"logo apple nya tutup ajah bang dilaptop lo,ganti pake  logo lo bang😅😂",2025-05-03T02:29:03Z,0,logo apple nya tutup ajah bang dilaptop loganti pake logo lo bang,12,neutral
GKWzSsf-GcA,Ugwshc8pTqzxNPxNAp94AaABAg,@MyasinFx,"Kalau Berkomentar Dari Segi Pembangunan Ekonomi Daerah Atau Yg Paling Bawah. Contohnya BUMDESA, Nah BUMDESA ini Di Berikan Beban Untuk Membangun Dan Mengembangkan Ekonomi Desa. Dan Ujungnya Di Minta SETOR( PADES ) Ya itu Memang Harus Si. Dan Yg Aku Lihat Di Sini Kenapa BUMDESA2 Di Seluruh Indonesia Banyak  Kesulitan Untuk Bangkit. Nah Menurut Aku ini Permasalahan Untamanya Adalah Faktor SDM Pengelola BUMDESA Asal Asalan Bukan SDM Yg Punya Skil Di Bidangnya. Menurut Saya Kalu ingin Ekonomi Di Bangun Dari Bawah Letakkan SDM2 YG BAIK Dan Kalau Gak Ada Berilah Pembekalan ILMU SDM Pengelolanya Dulu. Dan Setelah Selesai Masalah SDM Supporlah Mereka PERMODALAN Yg Besar Jangan Hanya 10 Juta 20 Juta.😅  😅 Gimana Mau Bangkitkan Ekonomi Desa Jika Modalnya Kecil . Ok Bang Untuk Next Video Tolong Bahas Masalah BUMDESA ❤❤❤❤",2025-05-03T02:04:10Z,0,berkomentar segi pembangunan ekonomi daerah yg contohnya bumdesa bumdesa beban membangun mengembangkan ekonomi desa ujungnya setor pades ya si yg lihat bumdesa indonesia kesulitan bangkit permasalahan untamanya faktor sdm pengelola bumdesa asalan sdm yg skil bidangnya kalu ekonomi bangun letakkan sdm yg gak berilah pembekalan ilmu sdm pengelolanya selesai sdm supporlah permodalan yg juta juta gimana bangkitkan ekonomi desa modalnya ok bang next video tolong bahas bumdesa,67,negative
GKWzSsf-GcA,UgzDhlIAfH4aaKdYeZh4AaABAg,@suliadisamadji6311,Sangat tdk setuju mas. Beny. RUU TNI. Akan lebih lagi. Beban negara. Atau hanya perbanyak PNS lagi,2025-05-02T15:03:43Z,0,tdk setuju mas beny ruu tni beban negara perbanyak pns,10,negative
GKWzSsf-GcA,Ugy03QBfSzBVtOzfAKx4AaABAg,@suliadisamadji6311,Saya malah bayangkan. Indonesia. Hrs muncul peristiwa seperti tiananmen. Agar muncul Hukuman mati terhadap korupsi. Teroris. Narkoba. Juga Bandar judi Online.,2025-05-02T14:50:38Z,0,bayangkan indonesia hrs muncul peristiwa tiananmen muncul hukuman mati korupsi teroris narkoba bandar judi online,15,neutral
GKWzSsf-GcA,Ugx6quc-iWgaLzNOxSR4AaABAg,@Sumberdonghua,23:28 kesel banget gua denger  nya ya😂 pengen nampol tuh mentri nya😊,2025-05-02T14:30:29Z,0,kesel banget gua denger nya ya pengen nampol tuh mentri nya,11,negative
GKWzSsf-GcA,UgyC-ZBQHxczUaAqWOF4AaABAg,@Sumberdonghua,"Gak kebayang kalo wapres di wawancarai kaya gini😂, kayanya langsung kena mental😂😅",2025-05-02T14:21:58Z,0,gak kebayang kalo wapres wawancarai kaya gini kayanya langsung kena mental,11,negative
GKWzSsf-GcA,UgxdumZELkNyfh1puah4AaABAg,@alexsanca1545,"Masalah didepan mata, ketidak pastian Hukum dan premanisme, tolong Presiden ku...buktikan jangan omon2",2025-05-02T11:30:30Z,0,didepan mata ketidak pastian hukum premanisme tolong presiden kubuktikan omon,10,negative
GKWzSsf-GcA,UgxqnDgepQavzXf8cb14AaABAg,@Hepi-e1x,"Negara itu yg jelas bgaimana president nya. Jika president Jokowi dia gk perduli dgn negara Indonesia, mkanya yg bagus cerdas di tindas Dan yg salah bodoh di bela Dan di pelihara. Sekarang president Prabowo dengar semua tuntintan para cedikiawan cerdik pandai berbicara.",2025-05-02T06:01:01Z,0,negara yg bgaimana president nya president jokowi gk perduli dgn negara indonesia mkanya yg bagus cerdas tindas yg salah bodoh bela pelihara president prabowo dengar tuntintan cedikiawan cerdik pandai berbicara,30,negative
GKWzSsf-GcA,UgydK7b6z1CjA1BUo1F4AaABAg,@akmadsanusi5118,"Saya Faham...
Munculnya Program Sekolah Rakyat itu Lantaran KeGagalan Sekolah Gratis/Dana Boss...",2025-05-02T05:30:18Z,0,faham munculnya program sekolah rakyat lantaran kegagalan sekolah gratisdana boss,10,negative
GKWzSsf-GcA,UgwbghSLCtE08kQptXN4AaABAg,@akmadsanusi5118,"Gk Usah Usah diHukum Mati...
Hukum jah 50 Thn/100 Thn...Tpi Semua Hartanya diRampas Untuk Negara...",2025-05-02T05:25:27Z,0,gk dihukum mati hukum jah thn thntpi hartanya dirampas negara,10,negative
GKWzSsf-GcA,UgzT5qLtPBJg4VU4FVp4AaABAg,@akmadsanusi5118,Aiiih...Export Baju ke China...?? Mungkin2 Saja Why Not...yg Penting Harus beda dri buatan China...,2025-05-02T05:05:33Z,0,aiiihexport baju china notyg beda dri buatan china,8,neutral
GKWzSsf-GcA,Ugzfja5AG6su1HJngLl4AaABAg,@suhailaalbar2529,Buktikan omong2 Pak Presiden dengan penegakan Hukum. Koruptor harus dihukum mati biar ada efek jera.,2025-05-02T01:03:36Z,0,buktikan omong presiden penegakan hukum koruptor dihukum mati biar efek jera,11,negative
GKWzSsf-GcA,Ugzi6JZMRY8rUVMbt4F4AaABAg,@suhailaalbar2529,"Tentang korupsi.
Gimana mau dihukum mati klo yg korupsi berjamaah brooo mulai dari mahkamah agung, pejabat Polri, menteri, mengamankan para koruptor..",2025-05-02T00:53:40Z,0,korupsi gimana dihukum mati klo yg korupsi berjamaah brooo mahkamah agung pejabat polri menteri mengamankan koruptor,16,negative
GKWzSsf-GcA,UgwRyMSAGAM6Gk5cnC14AaABAg,@BudionoSidoarjo,"Ah itu yang mengatakan Indonesia gelap hanya mahasiswa yang lainya tidak ada, malah idonesia  sudah maju ga🎉k kayak jaman orba",2025-05-02T00:32:56Z,0,ah indonesia gelap mahasiswa lainya idonesia maju gak kayak jaman orba,11,negative
GKWzSsf-GcA,UgxdBGvAK2F_zYRBgw14AaABAg,@jendragaming6911,"Bro, bykn mn persntase uang negara y d mkn oleh pns d bnding y d embat politisi n kroniy?. Pcy gk lo, kl keg n proyek gede y d krjkn pns umumy adlh proyek mrk??",2025-05-01T16:25:05Z,0,bro bykn mn persntase uang negara mkn pns bnding embat politisi n kroniy pcy gk lo kl keg n proyek gede krjkn pns umumy adlh proyek mrk,27,negative
GKWzSsf-GcA,UgzTQXx7ZPpc_7R7Aa54AaABAg,@MrTshirtunited,"BETUL MEDIA BEDEBAH,agen2 soros para konten2 sampah yg sok ngaku2 ahli2 an",2025-05-01T14:40:27Z,0,media bedebahagen soros konten sampah yg sok ngaku ahli,9,negative
GKWzSsf-GcA,UgxHDbGojFbSee8HmQV4AaABAg,@budijawas709,"kloo gk salah media ini ya
tvone
idn times
narasi
detikcom
sctv-indoesiar
harian kompas
tvri

terus yg laen kenapa gk di undang!",2025-05-01T03:50:57Z,0,kloo gk salah media ya tvone idn times narasi detikcom sctvindoesiar harian kompas tvri yg laen gk undang,18,neutral
GKWzSsf-GcA,UgwjEGnowlrXgu-_WyF4AaABAg,@icaljmb0184,"Masuk ke sisi gua hepy banget, apa yg diulas bang Benni ini benar2 membuka dan memperluad cakrawala berpikirgua dan memperdalam kesadaran.
Mantab bang

Menyala
Ind❤NEsia",2025-05-01T02:31:01Z,0,masuk sisi gua hepy banget yg diulas bang benni membuka memperluad cakrawala berpikirgua memperdalam kesadaran mantab bang menyala indnesia,19,positive
GKWzSsf-GcA,UgzclMRSubYNbmtkAOZ4AaABAg,@iwantholo1838,mgkin yg ngadain acara itu cn orang cari untung dr sisa uang acara yg gak ada gunanya itu.,2025-05-01T02:01:18Z,0,mgkin yg ngadain acara cn orang cari untung dr sisa uang acara yg gak gunanya,15,negative
GKWzSsf-GcA,UgyKICdsutjQCSs60u94AaABAg,@semua_ilmu_tentang_kehidupan,"Masuk akal,pemerintahan sekarang  minimal sudah memperhatikan kepentingan mayoritas rakyatnya.
Minimal harga padi membaik karena ada jaminan harga diatas 6000,kelapa eksport harga membaik semoga tidak ada larangan eksport seperti kelapa sawit,sakit hatinya sampai sekarang terasa karena larangan eksport sawit,dan yangvlebih menyedihkan kami petani sawit memberi subsidi jutaan rupiah tiap bulan kepada rakyat indonesia,malah dibully oleh orang2 yang makan subsidi dari kami.
Semoga dunia pertanian indonesia makin maju dan petani sejahtera,keunggulan kita hanya di jumlah tanah,seharusnya pertanian benar2 jadi sektor eksport andalan seperti CPO",2025-05-01T00:19:19Z,0,masuk akalpemerintahan minimal memperhatikan kepentingan mayoritas rakyatnya minimal harga padi membaik jaminan harga diatas kelapa eksport harga membaik semoga larangan eksport kelapa sawitsakit hatinya larangan eksport sawitdan yangvlebih menyedihkan petani sawit subsidi jutaan rupiah rakyat indonesiamalah dibully orang makan subsidi semoga dunia pertanian indonesia maju petani sejahterakeunggulan tanahseharusnya pertanian sektor eksport andalan cpo,53,negative
GKWzSsf-GcA,Ugxe5IokDfEJuP1wlZx4AaABAg,@pelayansexy4168,"Iya gw juga sering liat komentar rasis yang suka bilang JAWA JAWA , itu orng sdm nya ga jelas gmna mau bisa di ajak rukun",2025-04-30T17:52:07Z,0,iya gw liat komentar rasis suka bilang jawa jawa orng sdm nya ga gmna ajak rukun,16,negative
GKWzSsf-GcA,UgynYte8oycoWKho5CZ4AaABAg,@boytaritaritujusatuboyadd9560,"apakah tidak ada solusi untuk korupsi terkecuali penjara ?? pelangaran ham jika hukuman mati kalau hukuman penjara saya yakin tidak akan kapok mereka pencitraan didepan kamera.. padahal uang pajak yg mereka bayar tidak tau jalanya kemana infrastruktur gag ada gitu2 aja, bansos juga semakin lama semakin kurang padahal bansos itu juga hak buat orang miskin? buat mentri penjabat yang kaya makin kaya sampe sampe mereka bisa beli hukum, 😢 mereka ngomong kasian pahlawan kita berjuang untuk kemerdekaan untuk anak cucu kita. padahal mereka yg buat rakyat belum merdeka penjabat mentri udah sama saja seperti penjajah orang miskin 😢 tolong buat presiden buat penjabat yang korupsi 😢 tanya kepada mereka itu yang kamu korupsi uang siapa? dasar penjilat uang rakyat",2025-04-30T12:32:43Z,0,solusi korupsi terkecuali penjara pelangaran ham hukuman mati hukuman penjara kapok pencitraan didepan kamera uang pajak yg bayar tau jalanya kemana infrastruktur gag gitu aja bansos bansos hak orang miskin mentri penjabat kaya kaya sampe sampe beli hukum ngomong kasian pahlawan berjuang kemerdekaan anak cucu yg rakyat merdeka penjabat mentri udah penjajah orang miskin tolong presiden penjabat korupsi korupsi uang dasar penjilat uang rakyat,64,negative
GKWzSsf-GcA,UgwGpltT1lRj4O_K7eF4AaABAg,@hermanfirdaus687,ahh lu suka nyebkin jg rezim lo....netral doonk,2025-04-30T11:39:21Z,0,ahh lu suka nyebkin jg rezim lonetral doonk,8,positive
GKWzSsf-GcA,Ugyal6wSLNvVkfuOGIp4AaABAg,@luqmanaziz6792,Smg d tmbh dngn d sah kan hukuman mati untuk koruptor dan sita seluruh aset.,2025-04-30T09:27:15Z,0,smg tmbh dngn sah hukuman mati koruptor sita aset,9,neutral
GKWzSsf-GcA,UgzNJzyVmKSRPzxWbLl4AaABAg,@jujungwaskariraksagunara3284,Pa prabowo itu orangnya tulus dan terbuka semoga bisa menjadikan indonesia banyak sahabat,2025-04-30T08:05:35Z,0,pa prabowo orangnya tulus terbuka semoga menjadikan indonesia sahabat,9,positive
GKWzSsf-GcA,Ugz6HpAxETXjV6CjRkd4AaABAg,@WiwitHamdsnii,"Bos beni tolong KUMPULKAN 7 KETUM PARPOL SURUH BUDAK2 NYA DI SENAYAN BIKIN UU PERAMPASAN ASET & PEMBUKTIAN TERBALIK , MAKA INDO AKAN KAYA MENDADAK BANYAK SIMPANAN PARA KORUP TOR INDONESIS PERCUMA KLU HANYA BOWO AJA YG NGOMONH",2025-04-30T07:32:21Z,0,bos beni tolong kumpulkan ketum parpol suruh budak nya senayan bikin uu perampasan aset pembuktian terbalik indo kaya mendadak simpanan korup tor indonesis klu bowo aja yg ngomonh,28,negative
GKWzSsf-GcA,Ugwgi0GEQabtfygwyhx4AaABAg,@kaltara-TV,"Negara negara lain suda perang teknologi, indonesia masih sibuk berantas korupsi yg gk tau kapan selesai nya 😂",2025-04-30T05:01:09Z,0,negara negara suda perang teknologi indonesia sibuk berantas korupsi yg gk tau selesai nya,14,negative
